station,date,hour,azimuth,magnitude,azimuth_class,magnitude_class,h_mean,h_std,d_mean,d_std,z_mean,z_std,h_pc3_std,d_pc3_std,z_pc3_std,samples,spectrogram_file,image_size,data_source,file_format,file_size_bytes,compression_ratio
LWK,2019-10-03,5,78.0,5.7,E,Medium,38311.78075,673.5832924277223,-112.81877777777778,905.3136712504404,32053.67369444445,451.3423547100801,65.83053585575176,294.6552371504735,60.92657403007161,3600,LWK_20191003_H05_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,440690,3.3427647552701445
SBG,2019-12-22,13,160.0,5.2,S,Medium,38008.924305555556,693.2958166819449,394.20869444444446,984.1733103808868,32022.049333333336,1121.7054288991285,212.60921765853556,248.11809386337853,266.9465886824593,3600,SBG_20191222_H13_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,378295,3.894111738193738
MLB,2020-04-09,16,227.0,5.3,SW,Medium,38884.11044444444,1128.4174028955688,947.9744444444444,1209.9112815052104,32311.51736111111,1087.9998290498397,77.22196325714621,90.57954588991967,127.28046299871895,3600,MLB_20200409_H16_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,401383,3.670118066784094
LPS,2020-04-23,17,236.0,5.1,SW,Medium,37556.44888888889,1772.5457187925729,-487.48669444444437,1756.9643470164247,31953.39144444444,1768.3017595387716,278.5075936747494,493.3391919000684,281.763373136701,3600,LPS_20200423_H17_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,369541,3.986358753155942
SMG,2020-04-09,1,189.0,5.3,S,Medium,38767.40422222222,931.2515640308753,401.1497777777779,1576.504295025321,32735.47086111111,1220.6827143394128,117.31442723175856,176.25465942035933,295.69389533592397,3600,SMG_20200409_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,415386,3.546395400904219
SCN,2020-04-09,1,334.0,5.3,NW,Medium,38284.679833333335,832.7591128451487,276.8554722222223,1549.5814360185748,32248.213305555557,1155.2528944194985,77.41709351300983,204.7471492571049,294.28886975818824,3600,SCN_20200409_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,487244,3.0233784305194114
SCN,2020-05-16,1,206.0,5.0,SW,Medium,37972.28608333333,1338.024907239188,-359.7614444444444,1827.3253095385442,31941.251916666664,1548.3947021841304,179.51781185129315,236.2420366337442,254.7128456185478,3600,SCN_20200516_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,484439,3.0408844044348204
LPS,2020-05-31,1,236.0,5.0,SW,Medium,37697.3508611111,1052.5050829142674,-396.9263888888889,969.5139585427236,31992.38011111111,1594.8738500545319,133.36464318059916,94.77990581520845,415.972249956227,3600,LPS_20200531_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,341423,4.314656598998896
LPS,2020-06-15,9,233.0,5.1,SW,Medium,38349.19230555555,1782.0474110865398,-293.7508888888888,1097.862927516854,31703.00202777778,1450.8229204350807,264.9897454573165,448.3168342093701,203.5242547181369,3600,LPS_20200615_H09_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,333125,4.422132833020638
SMG,2020-07-21,20,194.0,5.3,S,Medium,38014.606694444454,1548.7532275662422,250.7938055555556,596.5955276008157,32346.095305555555,1258.6168694411544,203.6376117370461,159.2293468525745,141.24798213452453,3600,SMG_20200721_H20_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,509373,2.892031968714478
SCN,2020-07-21,20,333.0,5.3,NW,Medium,38590.54552777777,1328.1468307683447,-0.3841388888889924,1656.3908883208437,32622.350749999998,980.107046043947,180.64287488469208,194.3179188839722,122.39056485525745,3600,SCN_20200721_H20_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,489166,3.011499163883017
MLB,2020-08-15,8,186.0,5.3,S,Medium,37856.618805555554,744.0712042086175,255.07097222222217,1008.9051603948099,32527.448972222224,1127.1689200056578,120.81539992469872,135.205340875238,141.53580133706268,3600,MLB_20200815_H08_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,351634,4.189364509689051
SCN,2020-07-18,14,173.0,5.1,S,Medium,39408.57316666667,1364.7894185233508,-646.8148888888887,1867.840640750552,33071.22125,1366.5608528817859,252.46399934160434,478.5176897626041,156.29711557574447,3600,SCN_20200718_H14_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,457945,3.216812062583935
SCN,2020-08-04,12,185.0,5.6,S,Medium,38356.84766666667,821.5374136304172,428.4427777777779,1220.56148807654,32332.322750000003,1042.9032559194732,78.51645528523194,188.3950068142574,113.55245190042426,3600,SCN_20200804_H12_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,489236,3.011068277886337
MLB,2020-08-11,19,8.0,5.0,N,Medium,38214.99519444444,1572.0960237624433,43.510222222222176,1331.8397992714004,32178.91836111111,1387.5456070598916,527.3439283693504,252.61165249994127,505.14118397697587,3600,MLB_20200811_H19_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,365533,4.0300684206350725
LPS,2020-08-18,1,221.0,5.3,SW,Medium,37514.455861111106,895.8828570522446,-592.4600555555556,1678.3164728229553,31842.53238888889,1337.646502658001,114.34340845725569,351.3019411483654,207.62449569204858,3600,LPS_20200818_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,361896,4.070569998010479
LPS,2020-08-06,11,266.0,5.4,W,Medium,37195.79672222222,1282.1193769260549,-419.5719166666667,1266.6552535089736,31614.59383333333,1728.1083097472592,146.6643441061035,171.67913645851547,226.11705160521927,3600,LPS_20200806_H11_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,358428,4.1099551374334595
MLB,2020-08-18,15,69.0,5.5,E,Medium,38296.403999999995,500.201385611169,-41.21774999999996,1275.9299989131866,31814.59519444445,1160.4546018966096,69.70665608988776,145.55206262657657,136.12313687661722,3600,MLB_20200818_H15_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,379601,3.8807142236190106
MLB,2020-08-15,6,186.0,5.3,S,Medium,37182.72336111111,1653.5718934682411,-246.08919444444436,1120.160437022015,31970.917472222223,1106.2668066383083,218.03306147864845,303.06683713177654,127.92767835771211,3600,MLB_20200815_H06_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,351634,4.189364509689051
SCN,2020-08-10,19,262.0,5.0,W,Medium,38587.25083333333,1034.1021392597188,13.071361111111068,977.1207057525542,32519.331250000003,884.0588547486801,113.47363880770799,124.45693607599985,87.07858945325356,3600,SCN_20200810_H19_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,471765,3.122577978442657
MLB,2020-10-19,18,170.0,5.4,S,Medium,37465.116611111116,938.3718840432931,281.7702222222222,1171.961562323306,31509.91836111111,1178.2259823372324,101.52992830354981,149.78494464688663,250.65747886775833,3600,MLB_20201019_H18_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,395445,3.7252285399992413
SBG,2020-10-30,20,129.0,5.5,SE,Medium,38078.36355555556,1238.7480328786357,-349.16575000000006,1476.6171057039442,32315.42375,1198.737594872596,200.44123856561785,400.3470126994153,166.80415541567598,3600,SBG_20201030_H20_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,398320,3.6983405302269534
SCN,2020-11-06,21,183.0,5.3,S,Medium,36871.358166666665,1648.552112051655,-388.58691666666675,1470.0220300365281,30718.16625,1405.7464557832072,426.5454535887821,169.62612588805422,281.1858755691278,3600,SCN_20201106_H21_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,510031,2.8883009071997585
MLB,2020-11-10,21,190.0,5.3,S,Medium,38245.84647222223,689.8910179423664,311.90838888888896,1482.0914618825595,32396.57702777778,1141.0074030374062,77.96532048393416,166.99254510775083,154.8263406298284,3600,MLB_20201110_H21_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,335189,4.394902577351882
MLB,2020-11-20,16,77.0,5.2,E,Medium,38022.80775,1502.8746471728566,204.53080555555573,1234.5753391544156,32227.08416666667,1278.4601859026325,212.76616846395174,132.97810925616835,169.26519222973278,3600,MLB_20201120_H16_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,368328,3.9994868703981235
MLB,2020-11-24,19,122.0,5.3,SE,Medium,38860.89561111112,1693.530512910387,489.0700555555555,727.1088614299767,33261.52877777778,1470.3035652165527,468.5447146150377,68.00948230788919,134.4542911397546,3600,MLB_20201124_H19_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,313817,4.694210320027277
MLB,2020-11-14,20,285.0,5.2,W,Medium,37651.114555555556,1451.366488920134,786.1046111111112,1286.2630172198944,32343.05177777778,1570.2745340233962,170.8238444006043,190.32767452799106,261.7931606557518,3600,MLB_20201114_H20_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,330217,4.461075595744616
LPS,2021-01-23,6,240.0,5.2,SW,Medium,38316.48944444444,766.9959978996859,319.6116388888889,1369.290213239279,32047.18433333333,1289.0211790644787,99.64137486356162,273.1200843087697,240.50723826456687,3600,LPS_20210123_H06_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,346604,4.250161567668002
LPS,2021-01-28,8,263.0,5.4,W,Medium,37393.60966666667,873.8985915335569,-22.591777777777686,1253.6740372530633,32179.258916666666,1348.782992498729,84.04699026482332,137.37294968182096,126.12677276079023,3600,LPS_20210128_H08_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,333115,4.4222655839574925
SBG,2021-02-24,12,153.0,5.4,SE,Medium,38336.23452777778,961.1553562391862,-42.48555555555556,414.73387407833553,32268.026888888893,896.9820878022587,345.21964752635955,66.1123962090398,304.3115258605036,3600,SBG_20210224_H12_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,448279,3.2861744583172534
SCN,2021-02-24,9,212.0,5.8,SW,Medium,37585.51355555556,1667.6281095131694,-532.9140555555556,1028.167618010149,31955.98477777778,1466.7431830008256,350.88354264750893,284.5768509088557,238.70076727707806,3600,SCN_20210224_H09_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,508456,2.897247746117658
SCN,2021-02-13,6,186.0,5.4,S,Medium,38108.726500000004,1753.130923848332,-178.34044444444447,1324.0481831983734,32142.897111111113,1198.989376195862,289.1643476466394,464.13682913697147,154.5902728568802,3600,SCN_20210213_H06_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,514805,2.861516496537524
SMG,2021-03-14,3,182.0,5.2,S,Medium,37758.70697222222,1078.6937524868522,333.21736111111113,1119.1555417199527,31812.411500000002,1352.7475112016261,162.01892612792392,513.0175350710298,344.46942019987836,3600,SMG_20210314_H03_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,456133,3.2295909307153834
SBG,2021-03-26,3,184.0,5.3,S,Medium,38194.100277777776,1083.914673914742,130.51822222222222,746.2142396688886,32247.774388888887,984.5490549567829,388.8791051698178,365.8365341680529,378.70058085493173,3600,SBG_20210326_H03_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,408078,3.6099054592504376
MLB,2021-04-16,10,190.0,6.1,S,Large,38663.50666666667,1246.195503041155,-694.3309166666667,1285.1337628508404,32290.715083333333,1414.93915119569,177.3960138328522,197.28663648592806,192.30144377162006,3600,MLB_20210416_H10_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,358032,4.114500938463601
SBG,2021-04-10,5,229.0,5.2,SW,Medium,37855.98211111111,623.9276838321969,561.2406666666667,673.4345011800001,32165.631222222222,1155.751393265993,94.42943053467859,93.65332609143871,334.5741886915925,3600,SBG_20210410_H05_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,383316,3.8431033403249537
LPS,2021-04-10,14,271.0,5.4,W,Medium,38242.540555555555,1210.6421599092319,-537.0868333333333,1213.4184123119899,32266.942472222225,1099.6645558805642,150.30505416140844,263.9207355334384,144.4464520918513,3600,LPS_20210410_H14_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,347025,4.2450054030689435
SCN,2021-04-05,11,176.0,5.3,S,Medium,37855.578,1500.0788009669502,-192.74411111111112,1063.4514482407371,31474.65391666667,1453.5989341826312,267.2162082951902,201.02884402712314,154.3208412335242,3600,SCN_20210405_H11_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,473857,3.108792314981102
MLB,2021-04-16,1,308.0,5.2,NW,Medium,38113.63577777778,960.6161436592868,-927.2979444444444,1409.0202450052532,32181.243388888888,1159.9124004283271,129.24334045458573,451.16965148408633,450.3826064440066,3600,MLB_20210416_H01_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,358032,4.114500938463601
SCN,2021-04-29,13,208.0,5.2,SW,Medium,37156.76686111111,1626.9368623220662,222.50472222222217,1706.3694608485553,30993.872249999997,1244.3354358471586,184.27406369853526,205.38384867726157,160.88563652481838,3600,SCN_20210429_H13_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,475838,3.095849848057532
LPS,2021-04-27,3,265.0,5.6,W,Medium,38439.656500000005,1192.7893722498509,334.7161388888889,1085.5550333293834,32106.368694444438,1151.4189550484925,239.43675927824367,336.0083486366735,166.3903508636024,3600,LPS_20210427_H03_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,358290,4.111538139495939
MLB,2021-05-07,16,304.0,5.2,NW,Medium,38206.63547222222,944.6971682326154,-160.21016666666665,1528.9090790992757,32487.57611111111,1089.066161515038,145.18246160182372,191.98121613814817,133.9163713067811,3600,MLB_20210507_H16_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,302231,4.874162478369194
SMG,2021-04-28,9,292.0,5.3,W,Medium,38909.150972222225,1050.2769225458537,-261.40205555555553,872.6804900427936,32988.844722222224,1032.4190288319796,112.11555190801651,345.97478928964864,130.17700321124786,3600,SMG_20210428_H09_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,443883,3.318719121930779
SCN,2021-05-15,23,326.0,5.3,NW,Medium,38664.24,1411.9204592032327,-662.8259722222223,1319.0766679366625,31448.349916666673,1588.3493484344735,248.09713116052478,509.68846114403146,235.68541811085578,3600,SCN_20210515_H23_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,485835,3.0321467164778166
SCN,2021-06-02,13,328.0,5.3,NW,Medium,39080.43105555556,1546.6707510890733,1499.6511388888887,1638.7109764211466,33505.11141666667,1637.336430828093,147.48972775932288,181.18164605417832,106.33199205146015,3600,SCN_20210602_H13_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,5753,256.0617069355119
LPS,2021-07-08,19,245.0,5.2,SW,Medium,38178.615694444445,1513.045674600963,49.60569444444457,1609.9819775313968,31412.759749999997,1272.8382460467558,177.25052438246664,239.42493061024624,147.44282269061353,3600,LPS_20210708_H19_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,326213,4.515831680527754
MLB,2021-09-01,13,216.0,5.3,SW,Medium,37899.692083333335,1601.3851093388887,13.500027777777738,1591.7397622962742,32152.622861111115,1702.1786425676594,179.38177792331746,217.1730081054185,188.9367167294157,3600,MLB_20210901_H13_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,320825,4.5916714719862854
MLB,2021-10-03,6,305.0,5.7,NW,Medium,38104.09583333333,1419.3697881216997,-125.76399999999994,1691.8918573822095,32139.07630555556,1142.0824784976571,197.14924172892555,529.4474686628469,129.39988933063714,3600,MLB_20211003_H06_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,322029,4.574504159563269
MLB,2021-12-06,9,19.0,5.2,N,Medium,37880.78236111111,1250.9194777897849,577.3017222222223,1232.5436533433751,31897.51788888889,1425.433817603917,139.00126588062702,208.71986154926842,274.329088499604,3600,MLB_20211206_H09_3comp_spec.png,224x224,SSH Server v2.2 (Dual Format),gz,307760,4.7865869508708085
